nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT03809481,"Open-Label, Randomised, Active Controlled, Multi-Centre Phase 3 Study Safety and Efficacy of Danaparoid vs Argatroban","Open-Label, Randomised, Active Controlled, Multi-Centre Ph 3 Study to Evaluate the Safety and Efficacy of Danaparoid vs Argatroban in Acute HIT",TERMINATED,Prolonged delay as a result of impact of Covid19 pandemic,PHASE3,INTERVENTIONAL,7,Heparin-induced Thrombocytopenia,"Danaparoid Sodium, Argatroban","DRUG, DRUG",Composite Efficacy Response,2019-05-16,2022-06-10,Aspen Global Incorporated,INDUSTRY
NCT04142619,Study Evaluating Safety and Efficacy of UCART Targeting CS1 in Patients With Relapsed/Refractory Multiple Myeloma (MELANI-01),"Phase I, Open-label Dose-escalation Study to Evaluate the Safety, Expansion, Persistence and Clinical Activity of UCARTCS1A (Allogenic Engineered T-cells Expressing Anti-CS1 Chimeric Antigen Receptor) Administered in Patients With Relapsed/Refractory Multiple Myeloma",TERMINATED,The trial was discontinued due to sponsor's decision and not a consequence of any safety concern.,PHASE1,INTERVENTIONAL,11,Relapsed/Refractory Multiple Myeloma,UCARTCS1A,BIOLOGICAL,Safety of UCARTCS1A,2019-11-21,2023-06-18,Cellectis S.A.,INDUSTRY
NCT02719730,Upgrade the Grains Study: Increasing Whole Grain Consumption in Low-income Children With Obesity,The Metabolic Impact of Concurrent Food Insecurity and Obesity,TERMINATED,Change in study design to be a pilot with no randomization to intervention/control,NA,INTERVENTIONAL,5,Obesity,,BEHAVIORAL,Change in whole grains consumption (ounce equivalents),2016-06-22,2016-08-02,UCSF Benioff Children's Hospital Oakland,OTHER
NCT02454530,Use of Biosimilar Nivestim® to Prevent Chemo-induced Neutropenia. Real Life Study,PROPHYLACTIC TREATMENT FOR CHEMO-INDUCED NEUTROPENIA. USE OF G-CSF BIOSIMILAR (NIVESTIM(REGISTERED)) ACCORDING TO THE CHEMOTHERAPY CONTEXT: ADJUVANT VERSUS METASTATIC.,TERMINATED,The study was stopped due to the judicial liquidation of the CRO in charge of this study.,,OBSERVATIONAL,1160,Chemotherapy-Induced Neutropenia,Nivestim®,BIOLOGICAL,Percentage of Participants by Level of Importance of Factors Determining the Use of Nivestim,2014-09,2017-01,Pfizer,INDUSTRY
NCT01014767,Intercontinental Multidisciplinary Registry and Treatment Optimization Study for Choroid Plexus Tumors,CPT-SIOP-2009: Intercontinental Multidisciplinary Registry and Treatment Optimization Study for Patients With Choroid Plexus Tumors,TERMINATED,PI departure from coordinating institution,PHASE3,INTERVENTIONAL,27,"Brain Cancer, Choroid Plexus Tumors","Carboplatin, Cisplatin, Cyclophosphamide, Dactinomycin, Doxorubicin, Etoposide, Irinotecan, Leucovorin, Methotrexate, Temozolomide, Vincristine","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG","Time to Disease Progression, Toxicity During First 4 Months of Therapy",2009-11,2014-01,Tufts Medical Center,OTHER
NCT00556400,Treatment of Menorrhagia in Women With Thrombocytopenia Using Platelets or Platelets and Hormones,Treatment of Menorrhagia in Women With Thrombocytopenia: Comparison of Platelet Transfusion Alone to Platelet Transfusion With Continuous Oral Contraceptive Pills,TERMINATED,Early termination because of insufficient accrual.,"PHASE1, PHASE2",INTERVENTIONAL,1,"Aplastic Anemia, Menorrhagia, Amenorrhea","Lo-Ovral Oral Contraceptive Pills, Placebo - sugar pill","DRUG, DRUG",Stop Vaginal Bleeding or Spotting.,2007-11,2012-06,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT01053507,Treximet for Prevention of Post Traumatic Headache Associated With Cognitive Dysfunction,Evaluation of the Efficacy of Treximet for Prevention of Post Traumatic Headache Associated With Cognitive Dysfunction,TERMINATED,Enrollment rate was slower than anticipated.,PHASE4,INTERVENTIONAL,23,Post-Traumatic Headache,"sumatriptan/naproxen sodium, Placebo","DRUG, DRUG","Headache Days, Change in Number of Associated Headache Symptoms",2010-05,2012-11,"Cady, Roger, M.D.",INDIV
NCT01906307,A Phase 1 Study of LJPC-501 in Patients With Hepatorenal Syndrome,A Phase 1 Study of LJPC-501 in Patients With Hepatorenal Syndrome,TERMINATED,Corporate decision,PHASE1,INTERVENTIONAL,6,Hepatorenal Syndrome Type I and Type II,LJPC-501,DRUG,Adverse events through 5 days of treatment,2014-03,2015-12,La Jolla Pharmaceutical Company,INDUSTRY
NCT04226807,Impact of Earlier Postpartum Contact on Postpartum Visit Compliance and Maternal Wellbeing,Re-imagining the Postpartum Process: The Impact of Earlier Postpartum Contact on Attendance at Postpartum Visits and Maternal Wellbeing,TERMINATED,"Low participation rate, study converted to a cohort study instead",NA,INTERVENTIONAL,52,Postpartum Care,,OTHER,Attendance at comprehensive postpartum care visit,2021-01-31,2022-01-31,Montefiore Medical Center,OTHER
NCT00436436,O(6)-Benzylguanine and Temozolomide in Treating Patients With Glioblastoma Multiforme That Did Not Respond to Previous Temozolomide and Radiation Therapy,A Phase 2 Study of O-Benzylguanine (O-BG) and Temozolomide in Patients With Glioblastoma Progressing at Least 3 Months After Completion of Primary Treatment With Radiation Therapy and Temozolomide,TERMINATED,Study closed to accrual after the company chose to stop development of the drug.,PHASE2,INTERVENTIONAL,12,Brain and Central Nervous System Tumors,"O6-benzylguanine, temozolomide","DRUG, DRUG",Confirmed Best Objective Tumor Response Rate (Complete or Partial Response) in Patients With Methylguanine Methyltransferase (MGMT)-Positive Tumors as Assessed by Immunohistochemistry (IHC),2006-11-13,2010-04-14,National Cancer Institute (NCI),NIH
NCT04203511,INCMGA00012 in Combination With Chemoradiation in Participants With Stage III Non-Small Cell Lung Cancer (POD1UM-301),"A Randomized, Double-Blind, Placebo-Controlled Phase 3 Study of INCMGA00012, an Anti-PD-1 Antibody, in Combination With Chemoradiation in Participants With Unresectable, Stage III Non-Small Cell Lung Cancer (POD1UM-301)",WITHDRAWN,Sponsor Strategic/Business Decision,PHASE3,INTERVENTIONAL,0,Non-small Cell Lung Cancer,"Retifanlimab, Placebo, Pemetrexed, Cisplatin, Carboplatin, Paclitaxel, Etoposide","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, DRUG, RADIATION",Progression-free survival (PFS),2020-07-31,2025-01-31,Incyte Corporation,INDUSTRY
NCT02375711,Immunosenescence and Hepatitis B Virus (HBV) Vaccine Efficacy in Chronic Renal Disease Patient,Evaluation of Immunosenescence as a Predictive Biomarker of HBV Vaccine Efficacy in Chronic Renal Disease Patient,TERMINATED,Problems in including patients in the study,NA,INTERVENTIONAL,20,Chronic Renal Disease,Blood sample,BIOLOGICAL,Cluster of Differentiation (CD) 8+ CD 57+ CD 28- / CD 8+ T lymphocytes Ratio in Peripheral Blood,2014-03,2017-09,Centre Hospitalier Universitaire de Besancon,OTHER
NCT05167422,Trusted Messenger Intervention,Preliminary Study of a Trusted Messenger Intervention to Promote Vaccine Uptake in Adult Inpatient Psychiatric Hospitals,TERMINATED,Inability to recruit,NA,INTERVENTIONAL,2,Vaccine Hesitancy,,BEHAVIORAL,Vaccine acceptance- This will be measured using the COVID Vaccine Hesitancy Questionnaire,2021-09-14,2023-07-14,Dartmouth-Hitchcock Medical Center,OTHER
NCT03140722,Study to Evaluate Vadadustat for Anemia in Subjects With Dialysis-Dependent Chronic Kidney Disease (DD-CKD) Who Are Hyporesponsive to Erythropoiesis Stimulating Agents,"Phase 2, Randomized, Open-Label Study Evaluating the Efficacy and Safety of Oral Vadadustat for the Treatment of Anemia in Subjects With Dialysis-Dependent Chronic Kidney Disease (DD-CKD) Who Are Hyporesponsive to Erythropoiesis Stimulating Agents",TERMINATED,Revised study design.,PHASE2,INTERVENTIONAL,2,"Anemia, Dialysis-Dependent Chronic Kidney Disease","vadadustat, epoetin alfa","DRUG, DRUG",Change From Baseline in Hemoglobin (Hb) Over Time During the Treatment Period,2017-05-02,2018-03-21,Akebia Therapeutics,INDUSTRY
NCT02598622,A Pilot Study Investigating the Effects of Acetyl-L-Carnitine and Vincristine-Induced Neuropathy in Pediatric Patients With ALL,A Phase II Pilot Study Investigating the Effects of Acetyl-L-Carnitine and Vincristine-Induced Neuropathy in Pediatric Patients With ALL,TERMINATED,Drug availability,PHASE2,INTERVENTIONAL,8,Vincristine Induced Neuropathy,"Acetylcarnitine, Placebo","DRUG, DRUG",Grade of Neurotoxicity Will be Captured by an Adaptation of the Total Peripheral Neuropathy Score.,2009-09,2016-01,Indiana University,OTHER
NCT02440529,Surgeon-Patient Communication: A Randomized Controlled Trial Evaluating the Impact of an Orthopaedic Related Smoking Cessation Discussion After Fracture Surgery,,TERMINATED,Research staff decision,NA,INTERVENTIONAL,1,Orthopaedic Decision Making,,"BEHAVIORAL, BEHAVIORAL",Patient Comprehension,2016-01,2018-04,"University of Missouri, Kansas City",OTHER
NCT00682929,Cannabis for Spasticity in Multiple Sclerosis,Cannabis for Spasticity in Multiple Sclerosis: A Placebo-Controlled Study,TERMINATED,Unable to complete subject recruitment,"PHASE1, PHASE2",INTERVENTIONAL,41,Multiple Sclerosis,"Inhaled Cannabis, Oral THC, Oral Placebo, Inhaled placebo","DRUG, DRUG, DRUG, DRUG","Change From Week 0 to Week 3 in the Rate of Torque Increase, Flexion, Change From Week 0 to Week 3 in the Rate of Torque Increase, Extension, Change From Week 0 to Week 7 in the Rate of Torque Increase, Flexion, LIDO Machine Score - Rate of Torque Increase, Extension",2004-04-14,2011-08-17,"University of California, Davis",OTHER
NCT04613453,"Reducing Adolescent Suicide Risk: Safety, Efficacy, and Connectome Phenotypes of Intravenous Ketamine","Reducing Adolescent Suicide Risk: Safety, Efficacy, and Connectome Phenotypes of Intravenous Ketamine",TERMINATED,Terminated early due to concerns from the NIH DSMB regarding the rate of recruitment and the resulting inability to accomplish the initially approved study aims,PHASE2,INTERVENTIONAL,12,"Adolescent Suicide, Adolescent Depression","Ketamine Infusion, Midazolam Infusion","DRUG, DRUG",Columbia-Suicide Severity Rating Scale (C-SSRS),2022-01-21,2024-12-03,Yale University,OTHER
NCT03394937,Safety of Intranodal ECI-006 in Melanoma Patients,"Study to Assess the Safety and Tolerability of ECI-006 mRNA Immunotherapy by Intranodal Administration in Melanoma: (1) Following Surgical Resection, and (2) in Patients With Stable Disease After Standard of Care Immunotherapy Treatment",TERMINATED,Expiry of study medication,PHASE1,INTERVENTIONAL,21,Melanoma,ECI-006,BIOLOGICAL,"Incidence and severity of treatment-emergent adverse events (TEAEs), including the incidence of dose-limiting toxicities (DLTs), graded using the NCI Common Terminology Criteria for Adverse Events (CTCAE) version 4.03",2017-06-27,2021-01-29,eTheRNA immunotherapies,INDUSTRY
NCT02058537,Bethanechol for Eosinophilic Esophagitis,Bethanechol for Treatment of Eosinophilic Esophagitis (EoE),TERMINATED,"Initial PI left, study not continued",PHASE2,INTERVENTIONAL,2,Eosinophilic Esophagitis (EoE),Bethanechol,DRUG,Change From Baseline High Resolution Esophageal Manometry With Impedance to Day 7,2014-02,2014-07,University of Iowa,OTHER
NCT05276895,Effect of Natural Senolytic Agents & NLRP3 Inhibitors on Osteoarthritis,"Evaluation of the Efficacy of Natural Senolytic Agents and NLRP3 Inhibitors in Treatment of Osteoarthritis: Randomized, Double Blinded ,Placebo Controlled Trial",SUSPENDED,unavailability of drugs,NA,INTERVENTIONAL,60,Osteoarthritis,,"DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, OTHER",Change from baseline in pain on the visual analogu scale at end of treatment,2022-07-01,2024-12-01,Assiut University,OTHER
NCT05729139,Cemiplimab/Peg-Interferon-α in Advanced CSCC,Cemiplimab/PEG-Interferon-α Combination for Advanced Cutaneous Squamous Cell Carcinoma (aCSCC),WITHDRAWN,PI is leaving institution prior to study opening for accrual.,PHASE1,INTERVENTIONAL,0,"Cutaneous Squamous Cell Carcinoma, Squamous Cell Carcinoma, Advanced Squamous Cell Carcinoma","Cemiplimab-Rwlc, PEG-IFN alfa-2a","DRUG, DRUG","Total Incidence of Dose Limiting Toxicities (DLTs), Adverse Events (AEs), and Serious Adverse Events (SAEs) Leading to Discontinuation or Death",2023-07,2028-07,Baptist Health South Florida,OTHER
NCT04162639,The Relationship Between Cadaveric Allograft Skin and HLA-Sensitivity in Burn Patients,The Relationship Between Cadaveric Allograft Skin and Human-leukocyte Antigens (HLA)-Sensitivity in Burn Patients,WITHDRAWN,PI is working on getting funding for the study and wishes to withdraw the study until that funding is secured.,PHASE4,INTERVENTIONAL,0,Burns,Skin allograft,BIOLOGICAL,"Change in participant's panel reactive antibody (PRA) score at 1 month, Change in participant's panel reactive antibody (PRA) score at 6 months, Change in participant's panel reactive antibody (PRA) score at 12 month",2021-02,2023-02,Virginia Commonwealth University,OTHER
NCT02637375,A Pilot Preoperative Trial of Ganetespib With Paclitaxel for Triple-Negative Breast Cancer,A Pilot Preoperative Trial of Ganetespib With Paclitaxel for Triple-Negative Breast Cancer,WITHDRAWN,Study never opened (terminated as study drug no longer available),NA,INTERVENTIONAL,0,Breast Cancer,"Ganetespib, Paclitaxel, Doxorubicin, Cyclophosphamide","DRUG, DRUG, DRUG, DRUG",Change in GR protein,2016-05,2018-12,University of Chicago,OTHER
NCT00999557,Bimatoprost Ophthalmic Solution in Increasing Eyebrow and Eyelash Growth in Patients Who Have Undergone Chemotherapy for Breast Cancer and in Healthy Participants,Efficacy of Topical Bimatoprost in Promoting Hair Growth in the Region of the Eyebrow and Eyelashes for Post-chemotherapy Patients Versus Normal Patients,WITHDRAWN,Study was never opened,NA,INTERVENTIONAL,0,"Alopecia, Breast Cancer","bimatoprost ophthalmic solution, placebo","DRUG, DRUG",Measuring regrowth of eyebrows and eyelashes by Bimatoprost Opthalmic solution,2016-01,,Jonsson Comprehensive Cancer Center,OTHER
NCT03517501,The Safety And Efficacy of ART-123 in Subjects With Sepsis and Coagulopathy,"Scarlet-2: A Randomized, Double-Blind,Placebo-Controlled, Phase 3 Study to Assess The Safety And Efficacy of ART-123 in Subjects With Sepsis and Coagulopathy",WITHDRAWN,Sponsor will amend study design by incorporating reconfirmation of coagulopathy following discussion with FDA regarding findings from SCARLET1 study.,PHASE3,INTERVENTIONAL,0,Sepsis and Coagulopathy,"ART-123, Placebo Comparator - Placebo","DRUG, DRUG",28 day,2019-07,2023-05,Asahi Kasei Pharma America Corporation,INDUSTRY
NCT02607501,"European eCLIPS™ Safety, Feasibility and Efficacy Study","A Multi-center Post Marketing Study Evaluating the Safety, Technical Feasibility, and Efficacy of the eCLIPs™ Family of Products for the Treatment of Bifurcation Intracranial Aneurysms.",TERMINATED,Insufficient accrual rate,NA,INTERVENTIONAL,20,"Saccular Aneurysm, Intracranial Aneurysm",,DEVICE,"Safety End Point: absence of a major territorial stroke or death (procedural)., Absence of a major territorial stroke or neurological death, Complete aneurysm occlusion (Raymond 1 ), Complete aneurysm occlusion (Raymond 1 )",2016-04-01,2021-09-30,Evasc Medical Systems Corp.,INDUSTRY
NCT00600301,Vitrectomy Without Internal Limiting Membrane Removal in the Treatment of Diffuse Diabetic Macular Edema: a Comparative Kenalog Vs Bevacizumab Intravitreal Injection Vs Control Study,,WITHDRAWN,undefined,PHASE3,INTERVENTIONAL,0,Diffuse Diabetic Macular Edema,Triamcinolone Acetonide and Bevacizumab,DRUG,,2008-01,2008-01,Asociación para Evitar la Ceguera en México,OTHER
NCT00894101,Positron Emission Tomography Imaging With [F-18] FLT Compared to [F-18] FDG in Cancer Patients for Treatment Evaluation,"A Phase II/III, Open Label, Non-Randomized, Multi-Center Study of Positron Emission Tomography Imaging With [F-18] FLT Compared to [F-18] FDG in Cancer Patients for Treatment Evaluation",WITHDRAWN,The main sponsor of this multi-center trial has submitted this protocol. A single participating site should not register this study.,"PHASE2, PHASE3",INTERVENTIONAL,0,Head and Neck Cancer,[F-18] FLT,DRUG,The basic safety data of [F-18] FLT tracer will be collected. The treatment response evaluated based on the [F-18] FLT results will be compared to the response evaluated based on the standard PET trace [F-18] FDG.,2009-05,2010-04,"University of California, Irvine",OTHER
NCT04722601,"A Dose-Finding and Efficacy Study of Venetoclax, CC-486, and Obinutuzumab in Follicular Lymphoma","A Multicenter, Single-Arm, Phase I/II Dose Finding and Efficacy Study of Venetoclax, CC-486, and Obinutuzumab in Minimally-Pretreated Follicular Lymphoma",TERMINATED,funding,"PHASE1, PHASE2",INTERVENTIONAL,2,Follicular Lymphoma,"Venetoclax, Obinutuzumab, CC-486","DRUG, DRUG, DRUG","Phase I Objective: Maximum Tolerated Dose of Venetoclax and CC-486 As Assessed by Rate of Reported Dose Limiting Toxicities (Side Effects) According to CTCAE Criteria Version 5, Phase I Objective: Number of Participants Who Discontinue Venetoclax, CC-486 and Obinutuzumab Regimen Due to Reported Side Effects as Assessed by CTCAE Criteria Version 5, Phase I Objective: Number of Participants Taking Venetoclax, CC-486 and Obinutuzumab Who Report Serious Side Effects As Assessed by CTCAE Version 5, 4. Phase II Objective: Number of Participants Who Do Not Show Signs of Cancer After Taking CC-486 and Obinutuzumab (Oral Therapies) As Assessed by PET/CT Whole Body Scan (Based on Lugano Criteria)",2021-09-01,2023-03-31,University of Chicago,OTHER
NCT00495365,A Dose Conversion Study of Epoetin Alfa in Subjects With the Anemia of Chronic Kidney Disease.,Evaluation of Dose Conversion From Variable Dosing Intervals of Darbepoetin Alfa to Variable Dosing Intervals of Epoetin Alfa in Patients With the Anemia of Chronic Kidney Disease,TERMINATED,This study was stopped due to slow enrollment,PHASE4,INTERVENTIONAL,8,"Anemia, Chronic Renal Insufficiency",Epoetin alfa,DRUG,The primary objective was to evaluate the proportion of subjects who maintained hemoglobin levels within 10% of entry levels and/or a range of 11-13 g/dL for the 24-week duration of the study.,2003-06,2003-09,"Ortho Biotech Products, L.P.",INDUSTRY
NCT00460967,"Safety and Effectiveness Investigation for Dry, Non-Exudative Age Related Macular Degeneration (AMD) Using Rheopheresis","Safety and Effectiveness, in a Multi-Center, Randomized, Sham Controlled Investigation for Dry, Non-Exudative Age Related Macular Degeneration (AMD)Using Rheopheresis",SUSPENDED,In light of the company's current financial position we have indefinately suspended the Rheo-AMD trial.,PHASE3,INTERVENTIONAL,325,Age-Related Maculopathy,,"DEVICE, DEVICE",BCVA (Best Corrected Visual Acuity),2007-01,2009-12,OccuLogix,INDUSTRY
NCT03445000,ALEctinib for the Treatment of Pretreated RET-rearranged Advanced Non-small Cell Lung Cancer,A Single Arm Phase II Trial Evaluating the Activity of Alectinib for the Treatment of Pretreated RET-rearranged Advanced NSCLC,TERMINATED,Low recruitment rate,PHASE2,INTERVENTIONAL,14,"Non-small Cell Lung Cancer, Non-small Cell Lung Cancer Metastatic, Non-small Cell Lung Cancer Recurrent",Alectinib,DRUG,Best Overall Response (BOR),2018-11-06,2021-03-31,ETOP IBCSG Partners Foundation,NETWORK
NCT00809536,Investigation Of How PD 0332334 And Metformin Are Eliminated From The Body When They Are Administered At The Same Time,"A Phase 1, Open-Label, Randomized, Cross-Over Study To Estimate The Pharmacokinetics Of PD 0332334 And Metformin When Administered Concurrently In Healthy Subjects",TERMINATED,Please Detailed Description for termination reason.,PHASE1,INTERVENTIONAL,24,Generalized Anxiety Disorder,"Metformin, Metformin, PD 0332334, PD 0332334","DRUG, DRUG, DRUG, DRUG","Metformin and PD 0332334 area under the curve (AUC) from time 0 to infinity (AUCinf), Metformin and PD 0332334 AUC from 0 to last quantifiable concentration (AUClast), Metformin and PD 0332334 half-life (t1/2), Metformin and PD 0332334 maximum plasma concentration",2009-01,2009-02,Pfizer,INDUSTRY
NCT01303211,A Case-control Study of the Efficacy of a New Serogroup A Meningococcal Conjugate Vaccine (MenAfriVac) in Mali and Niger,A Case-control Study of the Efficacy of a New Serogroup A Meningococcal Conjugate Vaccine (MenAfriVac) in Mali and Niger,WITHDRAWN,No cases on NmA meningitis were recorded following vaccination with MenAfriVac,,OBSERVATIONAL,0,Meningococcal Disease,,,serogroup A meningococci disease,2012-02,2013-11,London School of Hygiene and Tropical Medicine,OTHER
NCT00928811,Study to Evaluate the Safety of Chronic Administration of Simulect to Subjects Receiving a First Kidney Transplant,One-year Exploratory Study to Evaluate the Safety of Partial Replacement of CNI With Chronic Administration of Simulect in de Novo Normal-risk Kidney Transplant Recipients Treated With MPA,TERMINATED,Investigator left University 04/2010,"PHASE2, PHASE3",INTERVENTIONAL,5,End Stage Renal Disease,"basiliximab, basiliximab","DRUG, DRUG","To evaluate the risk of sensitization against the chimeric antibody, Simulect.",2009-05,2010-04,Drexel University College of Medicine,OTHER
NCT03880071,DIalectical Behavior Therapy and Acceptance Commitment Therapy Short Program for BOrderLine persOnality Disorder,Efficacy of a Dialectical Behavior Therapy and Acceptance Commitment Therapy Short Program for Prevention of Suicidal Behavior in Patients With Borderline Personality Disorder,WITHDRAWN,Abandoned study,NA,INTERVENTIONAL,0,"Female, Borderline Personality Disorder",,"BEHAVIORAL, BEHAVIORAL",Number of proven suicide attempts using the Columbia-Suicide severity rating scale (C-SSRS) at 1 year follow-up,2019-11-30,2020-03-09,"University Hospital, Montpellier",OTHER
NCT00709007,"Directly Administered Antiretroviral Therapy (DAART) Among HIV-1infected Injecting Drug Users (IDUs) in Chennai, India","Evaluating the Role of Directly Administered Antiretroviral Therapy (DAART) in Conjunction With Opiate Substitution in Delivery of Highly Active Antiretroviral Therapy to HIV-1-infected Injecting Drug Users (IDUs) in Chennai, India",WITHDRAWN,No participants satisfied eligibility criteria and were enrolled into the study since July 2008.,"PHASE2, PHASE3",INTERVENTIONAL,0,"HIV Infections, Heroin Dependence",,"BEHAVIORAL, BEHAVIORAL",HIV RNA < 400 copies/ml,2008-07,2011-07,Johns Hopkins University,OTHER
NCT03449771,PrEP and Consumptions,Screening of Psychoactive Substances Use and Anxio-depressive Disorders in Consultation for HIV Pre-exposure Prophylaxis,TERMINATED,Inclusion of the last patient,NA,INTERVENTIONAL,237,"Psychoactive Substance Use, Mood Disorders",,OTHER,Estimate the acceptability and the impact on the management of a systematic identification of the use of psychoactive substances and / or anxio-depressive disorders by self-questionnaire in PrEP consultants,2018-01-03,2019-11-03,"University Hospital, Montpellier",OTHER
NCT05029934,Efficacy of EndoClot™ Spraying After Endoscopic Resection of Large Colorectal Polyps,Efficacy of EndoClot™ Spraying After Endoscopic Resection of Large Colorectal Polyps: A Randomized Trial.,TERMINATED,insufficient recruitment of study patients,NA,INTERVENTIONAL,96,"Wound Endoscopical, Colon, After Polyp Resection, Colon",,PROCEDURE,"delayed bleeding complication: hospitalization, delayed bleeding complication: transfusion, delayed bleeding complication: repeat endoscopy, delayed bleeding complication:",2021-08-18,2023-01-27,Universitätsklinikum Hamburg-Eppendorf,OTHER
NCT00390364,Everolimus in Treating Patients With Advanced or Metastatic Colorectal Cancer That Did Not Respond to Previous Therapy,Phase II Study of Single Agent RAD001 in Patients With Colon Cancer and Activating Mutations in the PI3KCA Gene,TERMINATED,Withdrawn due to low accrual,PHASE2,INTERVENTIONAL,1,Colorectal Cancer,everolimus,"DRUG, PROCEDURE, PROCEDURE, PROCEDURE, PROCEDURE, PROCEDURE, PROCEDURE, PROCEDURE, PROCEDURE, PROCEDURE",Response Rate: The Total Number of Participants With Progression of Disease,2006-10,2007-10,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER
NCT02911909,Moderated Blood Flow Restriction After Anterior Cruciate Ligament Reconstruction,Moderated Blood Flow Restriction After Anterior Cruciate Ligament,TERMINATED,Recruitment was unsuccessful,NA,INTERVENTIONAL,7,Anterior Cruciate Ligament Tear,,"DEVICE, OTHER",Muscle Strength,2017-10-01,2019-10-21,University of Missouri-Columbia,OTHER
NCT02003794,Randomized Controlled Study of the Effectiveness of IV Fluid Infusion in Patients With Acute Ischemic Stroke (IVIS),Randomized Controlled Study of the Effectiveness of IV Fluid Infusion in Patients With Acute Ischemic Stroke (IVIS),TERMINATED,More progressive stroke in one arm,PHASE3,INTERVENTIONAL,120,Ischemic Stroke,0.9% NaCl solution,DRUG,NIHSS ≤ 4,2013-05,2015-01,Chulalongkorn University,OTHER
NCT02226094,Safety and Efficacy of Deep Wave Trabeculoplasty (DWT) in Primary Open Angle Glaucoma and Ocular Hypertension,"A Prospective, Randomized, Controlled Clinical Feasibility Investigation of the Safety and Efficacy of Deep Wave Trabeculoplasty (DWT) in Primary Open Angle Glaucoma (POAG) and Ocular Hypertension (OHT) Subjects",TERMINATED,Lack of funding,"PHASE1, PHASE2",INTERVENTIONAL,35,"Primary Open-angle Glaucoma (POAG), Ocular Hypertension (OHT)",,"DEVICE, DEVICE, DEVICE, DEVICE","Percent decrease in IOP and change in dependence on IOP-lowering medications from baseline, Intra-procedural and post-procedural adverse events",2013-11,2015-12,"OcuTherix, Inc.",INDUSTRY
NCT04287894,Assess the Safety of Immunotherapy Induction With Tremelimumab and Durvalumab Prior to Chemoradiotherapy and/or Resection in the Treatment,"A Phase Ib, Open-label, Single-center Study to Assess the Safety of Cancer-immunotherapy Induction With Tremelimumab and Durvalumab Prior to Chemoradiotherapy and/or Resection in the Treatment of Locally Advanced NSCLC.",TERMINATED,Based on initially defined safety rules not continued with expansion phase of study (too much toxicity with neo-adjuvant immunotherapy),PHASE1,INTERVENTIONAL,18,Stage III NSCLC,"Durvalumab, Tremelimumab, Pemetrexed, Cisplatin","DRUG, DRUG, DRUG, DRUG, RADIATION, PROCEDURE",Safety of CIT-induction with Tremelimumab and Durvalumab prior to CRT in stage III NSCLC,2018-12-28,2024-11-04,The Netherlands Cancer Institute,OTHER
NCT00483951,Cardiovascular Disease Screening,Suburban/NHLBI Cardiovascular Disease Screening Protocol,TERMINATED,"Per IRB recommendation, a separate protocol will be prepared for retrospective data analysis. The current protocol does not have specific hypotheses.",,OBSERVATIONAL,1325,"Congenital Heart Disease, Atherosclerosis, Myocardial Ischemia, Myocardial Infarction, Acquired Heart Disease",,"DEVICE, DEVICE",Complete characterization of patients for screening purpose onto a research protocol.,2008-01-28,2020-11-03,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT04121351,Physiological Demands Related to Exercises in Singing for Lung Health,Physiological Demands Related to Exercises in Singing for Lung Health: A Pilot Study (PHRESH Study),TERMINATED,COVID-19 pandemic meant continuation of the study was unfeasible at this time.,,OBSERVATIONAL,8,Healthy,,OTHER,"Oxygen consumption in mL per kilogram per minute during different components of Singing for Lung Health(physical warm up, rhythm exercises, pitch exercises, vocal exercises, repertoire and relaxation)",2019-10-01,2021-04-23,Imperial College London,OTHER
NCT02680951,Dasatinib in Combination With Chemotherapy for Relapsed or Refractory Core Binding Factor Acute Myeloid Leukemia,Dasatinib in Combination With Chemotherapy for Relapsed or Refractory Core Binding Factor Acute Myeloid Leukemia: A Phase I Study (AflacLL1401),WITHDRAWN,Withdrawn due to lack of participants.,PHASE1,INTERVENTIONAL,0,Acute Myeloid Leukemia,"Dasatinib, Fludarabine, Cytarabine, Idarubicin, Intrathecal (IT) cytarabine","DRUG, DRUG, DRUG, DRUG, DRUG","Safety of Dasatinib assessed by the Number of Adverse Events, Number of Dose-Limiting Toxicities (DLT), Maximum Tolerated Dose (MTD)",2015-12,2017-12-15,Emory University,OTHER
NCT03936751,Obstructive Sleep Apnea Treatment on Cardiovascular Events in Patients With Acute Cardiogenic Pulmonary Edema: CPAP-CARE STUDY.,Impact of Obstructive Sleep Apnea Treatment on Cardiovascular Events in Patients With Acute Cardiogenic Pulmonary Edema: a Multicenter Randomized Controlled Study (CPAP-CARE STUDY).,TERMINATED,COVID-19 pandemic and philips cpap machine recall,PHASE4,INTERVENTIONAL,150,"Obstructive Sleep Apnea, Pulmonary Edema Cardiac Cause",,"DEVICE, DEVICE",Rate of ACPE recurrence,2019-04-01,2022-12-31,University of Sao Paulo,OTHER
